kod_kreskowy;nazwa_produktu;cena;kod_produktu;ilość;dostępność
4010000000000;Deska do krojenia drewniana 22x12;8,28;21-87356 88;0;
;Diamenciki samoprzylepne 352 szt, błękitne;4,29;9053-031;0;
5900000000000;Diamenciki samoprzylepne 352 szt, czerwone;4,29;9053-081;0;
;Diamenciki samoprzylepne 352 szt, fioletowe;4,29;9053-041;0;
5900000000000;Diamenciki samoprzylepne 352 szt, różowe;4,29;9053-091;0;
5900000000000;Diamenciki samoprzylepne 352 szt, turkusowe;4,29;9053-071;0;WYCOFANY
5900000000000;Diamenciki samoprzylepne 352 szt, zielone;4,29;9053-051;0;WYCOFANY
5900000000000;Diamenciki samoprzylepne 352 szt, żółte;4,29;9053-101;3;WYCOFANY
8710000000000;Diamenciki samoprzylepne, białe;11,7;9053-01;0;
8710000000000;Diamenciki samoprzylepne, błękitne;11,7;9053-03;0;
8710000000000;Diamenciki samoprzylepne, czerwone;11,7;9053-08;0;
8710000000000;Diamenciki samoprzylepne, fioletowe;11,7;9053-04;0;
8710000000000;Diamenciki samoprzylepne, oliwkowe;6,97;7213-20;0;"WYCOFANY
WYCOFANY"
;Diamenciki samoprzylepne, różowe;6,97;7213-13;0;
8710000000000;Diamenciki samoprzylepne, różowe;11,7;9053-09;0;
;Diamenciki samoprzylepne, srebrne;6,97;7213-09;0;
8710000000000;Diamenciki samoprzylepne, srebrne;11,7;9053-06;0;
8710000000000;Diamenciki samoprzylepne, turkusowe;11,7;9053-07;0;
;Diamenciki samoprzylepne, zielone;6,97;7213-18;0;
8710000000000;Diamenciki samoprzylepne, zielone;11,7;9053-05;0;
8710000000000;Diamenciki samoprzylepne, złote;11,7;9053-02;0;
8710000000000;Diamenciki samoprzylepne, żółte;11,7;9053-10;3;WYCOFANY
4010000000000;Diamenciki sztuczne 100 szt.;14,4;21-22821 00;0;
4010000000000;Display akrylowy do papieru A4;246,6;20-30990 33;0;
;Display brokat 192szt;706,56;420.015.008;2;WYCOFANY
4010000000000;Display Decor Boże Narodzenie 60 szt;210;15236;0;
4010000000000;Display Decor Boże Narodzenie 60 szt;210;15260;0;
4010000000000;Display Decor Boże Narodzenie 60 szt;162;15265;0;
4010000000000;Display Decor Boże Narodzenie 80 szt;196;3236;0;
4010000000000;Display Decor Brokatowe Boże Narodzenie 60 szt.;210;15256;0;
4010000000000;Display Decor Holograficzne Boże Narodzenie 60 szt.;210;15281;0;
4010000000000;Display Decor Serca 60 szt;210;1756;0;
4010000000000;Display Decor Serca 60 szt;192;1762;0;
4010000000000;Display Decor Serca 60 szt;147;3054;0;
4010000000000;Display Decor Serca 60 szt;162;3238;0;
4010000000000;Display Decor Wielkanoc 60 szt;162;1722;0;
4010000000000;Display Decor Wielkanoc 60 szt;210;3047;0;
4010000000000;Display Decor Wiosna 60 szt;210;3098;0;
;Display długopisów żelowych Metallic 48 szt;756;20-29839 79;0;
;Display do serwetek;5,4;2589 1215 70-909;0;
4010000000000;Display Etykiety na prezenty złote/srebrne 60 szt;210;15282;0;
4010000000000;Display folii holograficznej, samoprzylepnej  40 szt;14,6;20-40779 05;0;
4010000000000;Display folii na pisanki;77,4;1747;0;
;Display folii na pisanki;77,4;3050;0;
4010000000000;Display Gwiazdki Boże Narodzenie 160 szt;560;3241;0;
4010000000000;Display Gwiazdki Boże Narodzenie 60 szt;210;15280;0;
4010000000000;Display Gwiazdki Boże Narodzenie 60 szt.;210;15279;0;
4010000000000;Display kalek Ptaszki i Motylki 50 x 70 cm, 25 rolek;5,58;20-48793 78;0;
4010000000000;Display kalek Roma 50 x 70 cm, 25 rolek;141,75;20-48795 49;0;
4010000000000;Display kalkomanii na pisanki;77,4;1748;0;
;Display kalkomanii na pisanki;77,4;3049;0;
4010000000000;Display kolorowej folii aluminiowej, 100 rolek;5,43;20-48775 05;0;
4010000000000;Display Magic Boże Narodzenie 60 szt;210;15223;0;
4010000000000;Display Magic Boże Narodzenie 60 szt;210;15231;0;
4010000000000;Display Magic Boże Narodzenie 80 szt;256;3723;0;
;Display Magic Boże Narodzenie 80 szt;256;6681;0;
4010000000000;Display Magic Brokatowe Boże Narodzenie 60 szt.;210;15098;0;
4010000000000;Display Magic Filcowe Boże Narodzenie 60 szt;204;15248;0;WYCOFANY
4010000000000;Display Magic Wielkanoc 80 szt;272;1771;0;
4010000000000;Display Magic Wielkanoc 80 szt;256;3041;0;
4010000000000;Display malowanek 3D 20 szt.;595,4;20-48707 93;2;
4010000000000;Display naklejek GLAM 60 szt;162;6238;0;
4010000000000;Display naklejek GLAM 60 szt;162;6632;0;
4010000000000;Display naklejek Home 80 szt;216;15046;0;
4010000000000;Display naklejek i zawieszek 60 szt;147;15091;0;
4010000000000;Display naklejek na kredki 30 szt;153;15239;0;
4010000000000;Display naklejek na mrożonki 60 szt;210;1799;0;
4010000000000;Display naklejek na okno 35szt;385;15107;0;
4010000000000;Display naklejek na okno Boże Narodzenie 45 szt.;522;15108;0;
4010000000000;Display naklejek na przetwory 80 szt;280;3239;0;
4010000000000;Display naklejek szkolnych 60 szt;210;1734;0;
4010000000000;Display naklejek szkolnych 60 szt;210;1769;0;
4010000000000;Display naklejek szkolnych 60 szt;210;1779;0;
4010000000000;Display Naklejek Tablica 60 szt.;204;15411;0;
4010000000000;Display papierów 30 szt, ciemne kolory;8,98;20-30543 02;0;
4010000000000;Display papierów 30 szt, jasne kolory;9,22;20-30543 01;0;
;Display papierów do origami, Boże Narodzenie;867,97;20-48756 96;0;
;Display papierów do prezentów 32 szt, Białe róże;5,46;20-30544 47;0;
;Display papierów do prezentów 32 szt, Boże Narodzenie;5,46;20-30544 54;0;
4010000000000;Display papierów do prezentów 32 szt, Boże Narodzenie;6,48;20-30544 73;0;
4010000000000;Display papierów do prezentów 32 szt, Dziecięce święta;7,7;20-30544 79;0;
;Display papierów do prezentów 32 szt, Kropki;5,46;20-30544 50;0;
;Display papierów do prezentów 32 szt, Kwiaty;5,46;20-30544 44;0;
;Display papierów do prezentów 32 szt, Pomarańcz/zieleń;5,46;20-30544 51;0;
;Display papierów do prezentów 32 szt, Zima;5,46;20-30544 55;0;
4010000000000;Display papierów do prezentów 32 szt, Złote święta;6,48;20-30544 78;0;
4010000000000;Display papierów w gwiazdki 25 szt;18,45;20-30543 26;0;
4010000000000;Display pergaminów 50 x 70 cm, 25 rolek;158;20-48796 05;0;
4010000000000;Display pergaminów kolory intesywne 50 x 70 cm;7,9;20-48796 06;0;
4010000000000;Display pergaminów pastelowych 50 x 70 cm, 25 rolek;158;20-48796 04;0;
4010000000000;Display podkładek filcowych 60 szt;210;15021;0;
4010000000000;Display skoroszytów A4, 45 szt.;296,6;19484;0;
4010000000000;Display stempli 2 szt, Ramki ;510,5;20-48886 87;0;
4010000000000;Display sznurków metalicznych 20m, 24 szt;321;21-62661 99;0;
4010000000000;Display tasiemek błyszczących z dyspenserem 18szt;193,59;20-35845 93;0;
4010000000000;Display tasiemek brokatowych 24szt;352,1;20-35843 78;0;
4010000000000;Display tasiemek dekoracyjnych z klejem 5szt, mix;262,17;20-35845 98;0;
4010000000000;Display tasiemek dekoracyjnych z klejem, 20szt;229,3;20-35843 68;0;
4010000000000;Display tasiemek dekoracyjnych, naturalnych 24 szt;252,18;20-35845 89;0;
4010000000000;Display tasiemek z dyspenserem Choinki, 18szt;159,5;20-35845 76;0;
4010000000000;Display tasiemek z dyspenserem Gwiazdki 18szt;236,9;20-35845 65;0;
4010000000000;Display tasiemek z dyspenserem Kwiatki 18szt;159,21;20-35845 95;0;WYCOFANY
4010000000000;Display tasiemek z dyspenserem Neon 18szt;177,3;20-35845 44;0;
4010000000000;Display tasiemek z dyspenserem Pastel 18szt;145,98;20-35845 96;0;
4010000000000;Display tasiemek z dyspenserem Święta 18szt;144,45;20-35845 94;0;WYCOFANY
4010000000000;Display tasiemek z dyspenserem Trójkąty,18szt;166,8;20-35845 92;0;
4010000000000;Display tasiemek z klejem Tęcza 24szt;351,7;20-35845 51;0;
4010000000000;Display tasiemek Znaczki Boże Narodzenie, 24szt;184,4;20-35845 97;0;
4010000000000;Display tasiemek Znaczki, 24szt;157;20-35845 91;0;
4010000000000;Display Tatuaży 60 szt;199,8;15168;0;
4010000000000;Display Tatuaży 60 szt;210;15175;0;
4010000000000;Display Tatuaży 60 szt;210;15191;0;
4010000000000;Display Tatuaży 60 szt;210;15619;0;
4010000000000;Display tatuaży Glamour 50szt;562,5;15150;0;
4010000000000;Display tekturowy na naklejki, Boże Narodzenie;11,25;18990;0;
4010000000000;Display tekturowy na naklejki, Home;11,25;18993;2;
4010000000000;Display tekturowy na teczki A4;24,75;18999;2;WYCOFANY
4010000000000;Display zakładek do książek 60 szt;270;15085;0;
4010000000000;Display zawieszek 36szt;270,63;20-48707 36;0;WYCOFANY
4010000000000;Display zawieszek 60 szt., Boże Narodzenie;210;15272;0;
4010000000000;Display Zawieszki 60 szt;204;15440;0;
4010000000000;Display zestawów do robienia biżuterii;412,3;21-61151 70;0;
4010000000000;Display zestawów do zrobienia maskotki, 12szt;310,5;21-84050 98;0;
4010000000000;Display, Klipsy dekoracyjne, 12 szt;186,6;21-62661 98;0;
4000000000000;Długopis Czuprynka;6,8;10-27323 02;21;
4000000000000;Długopis Kropki;6,8;10-27323 01;0;WYCOFANY
4000000000000;Długopis kulkowy, piłka;17,73;10-29109 58;0;WYCOFANY
4060000000000;Długopis pastelowy;13;10-29113 71;0;
4000000000000;Długopis Ptak;10,7;10-29136 01;0;
4000000000000;Długopis Summertime;18,54;10-29109 31;0;
;Długopis Summertime;23,45;10-29111 91;0;WYCOFANY
4060000000000;Długopis wymazywalny, Colour Code, czarny;8,5;10-29150 90;0;
4060000000000;Długopis wymazywalny, Colour Code, niebieski;8,5;10-29150 33;0;
4060000000000;Długopis z piłką;8,5;10-27323 68;0;WYCOFANY
;Długopis z podstawką, czerwony/niebieski;8,55;10-29235 95;0;
8680000000000;Długopis żelowy BERRY 0,7mm, c.niebieski;3,7;SV-BRGEL07-12K.MV;43;
8680000000000;Długopis żelowy BERRY 0,7mm, czarny;3,7;SV-BRGEL07-12SY;63;
8680000000000;Długopis żelowy BERRY 0,7mm, czerwony;3,7;SV-BRGEL07-12KRM;31;
8680000000000;Długopis żelowy BERRY 0,7mm, czerwony;3,7;SV-BRGEL07-KRM;87;
8680000000000;Długopis żelowy BERRY 0,7mm, fioletowy;3,7;SV-BRGEL07-MNS;33;
8680000000000;Długopis żelowy BERRY 0,7mm, jasny fioletowy;3,7;SV-BRGEL07-KLL;32;
8680000000000;Długopis żelowy BERRY 0,7mm, jasny zielony;3,7;SV-BRGEL07-AYS;32;
8680000000000;Długopis żelowy BERRY 0,7mm, mix kolorów (display 36 szt.);154,8;SV-BRGEL0736KT;0;
8680000000000;Długopis żelowy BERRY 0,7mm, niebieski;3,7;SV-BRGEL07-12MV;65;
8680000000000;Długopis żelowy BERRY 0,7mm, pomarańczowy;3,7;SV-BRGEL07-TRN;32;
8680000000000;Długopis żelowy BERRY 0,7mm, różowy;3,7;SV-BRGEL07-PMB;31;
8680000000000;Długopis żelowy BERRY 0,7mm, turkusowy;3,7;SV-BRGEL07-TRK;33;
8680000000000;Długopis żelowy BERRY 0,7mm, zielony;3,7;SV-BRGEL07-YS;31;
4000000000000;Długopis żelowy brokatowy;3,5;10-29936 01;0;
;Długopis żelowy Metallic - srebrny;15,75;20-29839 77;0;
;Długopis żelowy Metallic - złoty;15,75;20-29839 78;0;
8680000000000;Długopis żelowy XBERRY 0,7mm, c.niebieski;6,6;SV-XBRGELY0.7-12 KMV03;331;
8680000000000;Długopis żelowy XBERRY 0,7mm, czarny;6,6;SV-XBRGELY0.7-12 SY01;322;
8680000000000;Długopis żelowy XBERRY 0,7mm, czerwony;6,6;SV-XBRGELY0.7-12 KRM02;60;
8680000000000;Długopis żelowy XBERRY 0,7mm, turkusowy;6,6;SV-XBRGELY0.7-12 TRK11;60;
3470000000000;Długopis żelowy, biały;8,64;20-29839 00;0;
4900000000000;Długopis żelowy, biały;18,4;20-29839 53;0;
4020000000000;Długopis żelowy, mix kolorów;4,99;20-29839 99;0;
;Długopis żelowy, srebrny;7,74;20-29839 90;0;
;Długopis żelowy, złote;7,74;20-29839 91;0;
4000000000000;Długopis, Pomadka;8,5;10-27361;47;
8680000000000;Długopisy żelowe BERRY 0,7mm 5 szt., pastel;20,5;SV-BRGEL07B5KRP;20;
8680000000000;Długopisy żelowe BERRY 0,7mm 6 szt.;24,6;SV-BRGEL07B6KRA;16;
4060000000000;Długopisy żelowe brokatowe, 8 szt.;12,2;10-29936 02;0;
5410000000000;Dłutko kulkowe do modelowania 13mm/8mm;26,7;914;12;
5410000000000;Dłutko kulkowe do modelowania 6mm/4mm;20;915;1;
4010000000000;Domek dla ptaszków drewniany;18,5;21-87354 42;0;
4010000000000;Domek dla ptaszków drewniany;9,9;21-87354 43;0;WYCOFANY
4010000000000;Domek z papieru do samodzielnego udekorowania;19,2;20-48707 01;0;
;Dorato A4-819 Złoty;7,63;11479614-819;19;
;Dorato A4-849 Srebrny;7,63;11479614-849;30;
;Dorato C6-849 Srebrny;9,65;11432418-849;0;
7610000000000;Dorato C7-819 Złoty;5,98;11413418-819;0;
7610000000000;Dorato C7-849 Srebrny;5,98;11413418-849;86;WYCOFANY
;Dorato DL-819 Złoty;12,02;11429418-819;0;
;Dorato DL-849 Srebrny;12,02;11429418-849;0;
;Dorato karnet srebrny;0,88;682 102-849;0;
;Dorato karnet złoty;0,88;682 102-819;0;
;Dorato karton A4 srebrny;3,16;682 696-849;16;WYCOFANY
;Dorato karton A4, złoty;3,16;682 696-819;0;WYCOFANY
;Dorato koperta C6, srebrna;1,84;682 324-849;0;
;Dorato koperta C7, srebrna;1,41;682 134-849;71;
;Dorato koperta C7, złota;1,41;682 134-819;0;WYCOFANY
;Dorato koperta DL srebrny;2,3;682 294-849;0;
;Dorato papier A4 złoty;1,43;682 796-819;0;
;Drążek gładki 10mm bukowy;0;KOŁEK 10MM;408;
4010000000000;Drucik karbowany 50m, czerwony;10,8;21-64829 45;2;
4010000000000;Drucik karbowany 50m, fioletowy;7,29;21-64829 55;0;WYCOFANY
4010000000000;Drucik karbowany 50m, granatowy;7,29;21-64829 60;0;WYCOFANY
4010000000000;Drucik karbowany 50m, pink;7,29;21-64829 50;0;WYCOFANY
4010000000000;Drucik karbowany 50m, pomarańczowy;7,29;21-64829 40;0;WYCOFANY
4010000000000;Drucik karbowany 50m, srebrny;10,8;21-64829 02;21;
4010000000000;Drucik karbowany 50m, zielony;8,01;21-64829 65;0;WYCOFANY
4010000000000;Drucik karbowany 50m, złoty;10,8;21-64829 29;16;
4010000000000;Drucik karbowany ok. 60m, srebrny;7,37;20-48500 92;0;
4010000000000;Drucik karbowany ok. 60m, złoty;7,37;20-48500 91;0;WYCOFANY
;Drucik lakierowany 100 m (0,37mm), zielony;6,53;20-48520 57;0;
;Drucik lakierowany 150 m (0,25mm), miedziany;11,79;20-48520 93;0;WYCOFANY
4010000000000;Drucik lakierowany 150 m (0,25mm), srebrny;12,77;20-48520 92;0;
4010000000000;Drucik lakierowany 150 m (0,37mm), złoty;12,77;20-48520 91;0;
4010000000000;Drucik lakierowany 50 m (0,50 mm), c. zielony;10,69;20-48510 59;0;WYCOFANY
4030000000000;Drucik metalowy 160 m (0,30mm), brązowy;16,9;1338-04;0;
4030000000000;Drucik metalowy 160 m (0,30mm), czerwony;16,9;1338-19;8;
4030000000000;Drucik metalowy 160 m (0,30mm), jasny zielony;22,5;1338-01;0;
4030000000000;Drucik metalowy 160 m (0,30mm), lawendowy;16,9;1338-25;7;
4030000000000;Drucik metalowy 160 m (0,30mm), miedziany;22,5;1338-11;0;
4030000000000;Drucik metalowy 160 m (0,30mm), niebieski;16,9;1338-02;1;
4030000000000;Drucik metalowy 160 m (0,30mm), pink;16,9;1338-20;0;
4030000000000;Drucik metalowy 160 m (0,30mm), różowy;16,9;1338-18;7;
4030000000000;Drucik metalowy 160 m (0,30mm), srebrny;22,5;1338-21;0;
4030000000000;Drucik metalowy 160 m (0,30mm), szampański;22,5;1338-05;0;
4030000000000;Drucik metalowy 160 m (0,30mm), zielony;16,9;1338-10;0;
4030000000000;Drucik metalowy 160 m (0,30mm), złoty;22,5;1338-09;0;
4010000000000;Drucik miedziany 0,25 mm x 50 m, srebrny;12,1;21-64647 18;21;
4010000000000;Drucik mosiężny 0,3 mm x 80 m, złoty;14,6;21-64647 42;15;
4010000000000;Drucik na szpulce 35 m, sepia;5,6;21-64705 99;4;
4010000000000;Drucik na szpulce 35 m, zielony;5,6;21-64704 75;3;
4010000000000;Drucik na szpulce 35 m, żarzony;5;21-64706 61;0;
4030000000000;Drucik na szpulce 38 m, brązowy;5;512;126;
4030000000000;Drucik na szpulce 38 m, grafitowy;5;510;278;
4030000000000;Drucik na szpulce 38 m, srebrny;5;513;8;
4030000000000;Drucik na szpulce 38 m, zielony;5;511;3;
4010000000000;Drucik na szpulce 50 m, czerwony;15;21-64703 03;5;
4010000000000;Drucik na szpulce 50 m, fioletowy;10,17;21-64703 05;0;WYCOFANY
4010000000000;Drucik na szpulce 50 m, niebieski;15;21-64703 06;1;
4010000000000;Drucik na szpulce 50 m, pink;11,43;21-64703 04;0;
4010000000000;Drucik na szpulce 50 m, pomarańczowy;15;21-64703 02;2;WYCOFANY
4010000000000;Drucik na szpulce 50 m, srebrny;13,3;21-64703 00;0;
4010000000000;Drucik na szpulce 50 m, zielony;15;21-64703 07;2;
4010000000000;Drucik na szpulce 50 m, złoty;13,3;21-64703 01;2;
;Drucik oplatany;2,25;38775/13/3;3,7;WYCOFANY
;Drucik oplatany;2,25;38775/24/3;0;
;"Drucik oplatany ""Pompadour""";1,22;118-;0;WYCOFANY
4010000000000;Drucik oplatany 10 szt, biały;3,56;20-48480 00;0;
4010000000000;Drucik oplatany 10 szt, biały;5,8;21-84760 04;22;
4010000000000;Drucik oplatany 10 szt, bordowy;5,8;21-84761 60;36;
4010000000000;Drucik oplatany 10 szt, brązowy;3,56;20-48480 79;0;
4010000000000;Drucik oplatany 10 szt, brązowy;5,8;21-84765 86;30;
4010000000000;Drucik oplatany 10 szt, brzoskwiniowy;5,8;21-84762 09;2;
4010000000000;Drucik oplatany 10 szt, c. zielony;3,56;20-48480 57;0;
4010000000000;Drucik oplatany 10 szt, c.zielony;5,8;21-84764 46;0;20.06.2025
4010000000000;Drucik oplatany 10 szt, c.żółty;5,8;21-84760 63;44;
4010000000000;Drucik oplatany 10 szt, czarny;3,56;20-48480 90;0;
4010000000000;Drucik oplatany 10 szt, czarny;5,8;21-84766 16;55;
4010000000000;Drucik oplatany 10 szt, czerwony;3,56;20-48480 24;0;
4010000000000;Drucik oplatany 10 szt, czerwony;5,8;21-84761 52;38;
4010000000000;Drucik oplatany 10 szt, fioletowy;5,8;21-84763 06;23;
4010000000000;Drucik oplatany 10 szt, granatowy;3,56;20-48480 33;0;
4010000000000;Drucik oplatany 10 szt, granatowy;5,8;21-84763 65;50;
4010000000000;Drucik oplatany 10 szt, j. zielony;3,56;20-48480 53;0;
4010000000000;Drucik oplatany 10 szt, j.zielony;5,8;21-84764 38;4;
4010000000000;Drucik oplatany 10 szt, mix brązowy;5,8;21-84710 58;15;
4010000000000;Drucik oplatany 10 szt, mix czarno-biały;5,8;21-84710 66;24;
4010000000000;Drucik oplatany 10 szt, mix fioletowy;5,8;21-84710 31;17;
4010000000000;Drucik oplatany 10 szt, mix kolorów;3,66;20-48866 05;0;
4010000000000;Drucik oplatany 10 szt, mix kolorów;5,8;21-84769 93;35;
4010000000000;Drucik oplatany 10 szt, mix kolorów neonowych;5,8;21-84769 95;11;
4010000000000;Drucik oplatany 10 szt, mix kolorów pastelowych;5,8;21-84769 96;38;
4010000000000;Drucik oplatany 10 szt, mix niebieski;5,8;21-84710 35;18;
4010000000000;Drucik oplatany 10 szt, mix oliwkowy;3,56;21-84710 44;0;
4010000000000;Drucik oplatany 10 szt, mix pomarańczowy;5,8;21-84710 11;12;
4010000000000;Drucik oplatany 10 szt, mix różowy;5,8;21-84710 24;18;
4010000000000;Drucik oplatany 10 szt, mix sepia;5,8;21-84710 55;12;
4010000000000;Drucik oplatany 10 szt, mix turkusowy;5,8;21-84710 33;14;
4010000000000;Drucik oplatany 10 szt, mix zielony;5,8;21-84710 43;30;
4010000000000;Drucik oplatany 10 szt, niebieski;5,8;21-84763 57;35;
4010000000000;Drucik oplatany 10 szt, piaskowy;5,8;21-84765 35;25;
4010000000000;Drucik oplatany 10 szt, pink;5,8;21-84762 41;0;20.06.2025
4010000000000;Drucik oplatany 10 szt, pomarańczowy;3,56;20-48480 41;0;WYCOFANY
4010000000000;Drucik oplatany 10 szt, pomarańczowy;5,8;21-84761 01;26;
4010000000000;Drucik oplatany 10 szt, popielaty;5,8;21-84766 32;33;
4010000000000;Drucik oplatany 10 szt, różowy;5,8;21-84762 25;0;
4010000000000;Drucik oplatany 10 szt, sepia;5,8;21-84765 94;26;
4010000000000;Drucik oplatany 10 szt, srebrny;3,96;20-48480 92;0;
4010000000000;Drucik oplatany 10 szt, srebrny;8,1;21-84767 13;41;
4010000000000;Drucik oplatany 10 szt, złoty;3,96;20-48480 91;0;
4010000000000;Drucik oplatany 10 szt, złoty;8,1;21-84767 64;24;
4010000000000;Drucik oplatany 10 szt, żółty;3,56;20-48480 10;0;
4010000000000;Drucik oplatany 10 szt, żółty;5,8;21-84760 55;66;
4010000000000;Drucik oplatany 100 szt, mix kolorów;40,2;21-84769 00;0;
4010000000000;Drucik oplatany 25 szt, mix niebieski;3,56;21-84713 55;0;WYCOFANY
4010000000000;Drucik z serduszkami 1,5 m, czerwony;14;21-82369 09;6;WYCOFANY
4010000000000;Drucik z serduszkami 1,5 m, srebrny;14;21-82369 10;2;WYCOFANY
4010000000000;Drucik z serduszkami 1,5 m, złoty;14;21-82369 11;4;WYCOFANY
4010000000000;Drut aluminiowy 2 mm x 4 m, srebrny;10,6;21-64640 09;0;
4010000000000;Drut emaliowany 0,30 mm x 50 m, srebrny;22,8;21-64366 76;0;WYCOFANY
4010000000000;Drut emaliowany 0,30 mm x 50 m, złoty;22,2;21-64366 92;0;
4010000000000;Drut miedziany 0,4 mm x 15 m, pozłacany;40,9;21-64600 46;5;
4010000000000;Drut miedziany 0,4 mm x 20 m, srebrny;12,5;21-64610 42;1;
4010000000000;Drut miedziany 0,6 mm x 10 m, pozłacany;40,9;21-64600 62;0;
4010000000000;Drut miedziany 0,6 mm x 10 m, srebrny;12,5;21-64610 69;0;
4010000000000;Drut miedziany 0,8 mm x 6 m;8,7;21-64620 81;0;
4010000000000;Drut miedziany 0,8 mm x 6 m, pozłacany;40,9;21-64600 89;5;
4010000000000;Drut miedziany 0,8 mm x 6 m, srebrny;12,5;21-64610 85;0;
4010000000000;Drut miedziany 1,0 mm x 4 m, pozłacany;40,9;21-64601 00;5;
4010000000000;Drut miedziany 1,0 mm x 4 m, srebrny;12,5;21-64611 07 ;3;
4010000000000;Drut miedziany 1,2 mm x 3 m, srebrny;12,5;21-64611 23;0;
4010000000000;Drut mosiężny 0,8 mm x 5 m;8,5;21-64630 88;0;
4010000000000;Drut palony 0,8 mm x 30 cm;6,2;21-64783 01;9;
4010000000000;Drut żelazny 0,35 mm x 100 m, c.brązowy;8,4;21-64676 60;0;
;Duetto karta A5, granatowa;2,5;652 392-02;36;WYCOFANY
;Duetto karta A6, granatowa;1,33;652 322-02;14;WYCOFANY
;Duetto karta B6, bordowa;1,46;652 362-01;129;WYCOFANY
;Duetto karta B6, granatowa;1,46;652 362-02;48;WYCOFANY
;Duetto karta DL, granatowa;1,55;652 292-02;57;WYCOFANY
;Duetto karta kwadrat, bordowa;1,74;652 452-01;17;WYCOFANY
5900000000000;"Dziurkacz  ""Misiu"" - 16mm";8,96;CO16.056 ;3;
5900000000000;"Dziurkacz ""Anioł"" - 25mm";10,97;CO25.057;0;
5900000000000;"Dziurkacz ""Aniołek"" - 16mm";8,96;CO16.091 ;0;
;"Dziurkacz ""Biedronka""";11,2;Y163.006;0;
5900000000000;"Dziurkacz ""Biedronka"" - 25mm";10,97;CO25.182;13;
;"Dziurkacz ""Bluszcz""";14,9;Y179.009;0;
;"Dziurkacz ""Bombka Choinkowa""";11,2;Y163.009;0;
5900000000000;"Dziurkacz ""Chłopiec"" - 16mm";8,96;CO16.307;175;
;"Dziurkacz ""Choinka w ramce""";15,4;Y128.003;0;
;"Dziurkacz ""Choinka""";11,2;Y163.002;0;
5900000000000;"Dziurkacz ""Choinka"" - 16mm";8,96;CO16.043 ;27;
5900000000000;"Dziurkacz ""Czarownica"" - 16mm";8,96;CO16.007 ;202;
5900000000000;"Dziurkacz ""Dziewczynka"" - 16mm";8,96;CO16.308;134;
5900000000000;"Dziurkacz ""Gałązka"" - 25mm";10,97;CO25.067;81;
5900000000000;"Dziurkacz ""Gołąb"" - 16mm";8,96;CO16.158;9;
;"Dziurkacz ""Guzik 19mm""";11,2;Y38.001;0;
5900000000000;"Dziurkacz ""Gwiazda 3D""";14,9;5900000000000;0;WYCOFANY
5900000000000;"Dziurkacz ""Gwiazda""";11,2;Y163.004;0;WYCOFANY
5900000000000;"Dziurkacz ""Gwiazda"" - 16mm";8,96;CO16.036 ;1;
5900000000000;"Dziurkacz ""Gwiazda-2""";11,2;Y163.011;0;WYCOFANY
5900000000000;"Dziurkacz ""Gwiazda-2"" - 16mm";6,89;CO16.264;0;
5900000000000;"Dziurkacz ""Gwiazdka w ramce""";15,4;Y128.002;41;WYCOFANY
5900000000000;"Dziurkacz ""Gwiazdka"" - 16mm";8,96;CO16.188;0;
;"Dziurkacz ""Hibiskus""";11,2;Y163.005;0;WYCOFANY
5900000000000;"Dziurkacz ""Kaczka"" - 16mm";8,96;CO16.031 ;101;
5900000000000;"Dziurkacz ""Kogut"" - 16mm";8,96;CO16.084 ;91;
5900000000000;"Dziurkacz ""Kokarda"" - 16 mm";8,96;CO16.003 ;91;
5900000000000;"Dziurkacz ""Kokarda"" - 25mm";10,97;CO25.004;56;
5900000000000;"Dziurkacz ""Koniczynka"" - 16mm";8,96;CO16.110 ;0;
5900000000000;"Dziurkacz ""Konik"" - 16mm";8,96;CO16.128;19;
5900000000000;"Dziurkacz ""Kotek"" - 16mm";8,96;CO16.058 ;16;
5900000000000;"Dziurkacz ""Kotek"" - 25mm";10,97;CO25.037;35;
5900000000000;"Dziurkacz ""Księżyc"" - 16mm";8,96;CO16.009 ;8;
;"Dziurkacz ""Kwiat wiśni""";14,9;Y179.012;0;
;"Dziurkacz ""Kwiat""";11,2;Y163.001;0;
;"Dziurkacz ""Kwiat-2""";14,9;Y163.012;0;
5900000000000;"Dziurkacz ""Kwiat-3""";14,9;Y179.006;0;WYCOFANY
;"Dziurkacz ""Kwiat-4""";14,9;Y179.007;0;
;"Dziurkacz ""Kwiat-5""";14,9;Y179.008;0;WYCOFANY
5900000000000;"Dziurkacz ""Lilijka"" - 25mm";10,97;CO25.005;31;
5900000000000;"Dziurkacz ""Lis"" - 32mm";19,98;EO32.038;207;
5900000000000;"Dziurkacz ""Liść dębu"" - 16mm";8,96;CO16.137;0;
;"Dziurkacz ""Liść Klonu""";14,9;Y179.001;0;WYCOFANY
5900000000000;"Dziurkacz ""Liść klonu"" - 16mm";8,96;CO16.136;5;
5900000000000;"Dziurkacz ""Liść klonu"" - 25mm";10,97;CO25.009;0;
5900000000000;"Dziurkacz ""Liść klonu-2"" - 16mm";8,96;CO16.328;84;
5900000000000;"Dziurkacz ""Liść klonu-3"" - 25mm";10,97;CO25.092;95;
5900000000000;"Dziurkacz ""Liść-2"" - 16mm";8,96;CO16.147;74;
5900000000000;"Dziurkacz ""Lokomotywa"" - 16mm";8,96;CO16.121;168;
